Serialnumber: Y2007YEF00GL2, Testresult: Failed
"ExecutionNumberInTest";"ThreadNumber";"ExecutionNumberInThread";"ExecutionCountOfStep";"SectionId";"SectionSubId";"Id";"PluginName";"CategoryName";"CommandName";"ExternalId";"Text";"LowerLimit";"Value";"TypeOfValue";"UpperLimit";"Unit";"CompareMode";"ValidationStatus";"StatusText";"StartTime";"StepTime";"Result"
            595;1;595;0;"SMC_CALIBRATION";;"SMC_OFFSET_CALIBRATION_ROUTINE";"PCF";"KOSTIA";"WRITE";"140.040";"SMC_OFFSET_CALIBRATION_ROUTINE";;"07 01 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00";"ByteArray";;;"NotNullOrEmpty";"Valid";"Checked if value is not null or empty.";12,394.6559;9.9109;"True"
            596;1;596;0;"SMC_CALIBRATION";;"WRITE_SMC_VALUE_TO_CONTEXT";"TOOLS";"WRITEDATA";"DUT";;"WRITE_SMC_VALUE_TO_CONTEXT";;"True";"CompareBool";;;"JustBool";"Valid";"Wrote info '07 01 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00' with keyInContext 'ROUTINE_VALUE' to the DUT context.";12,404.5977;0.0799;"True"
            597;1;597;0;"SMC_CALIBRATION";;"SMC_OFFSET_CALIBRATION_ROUTINE";"PCF";"KOSTIA";"WRITE";"140.040";"SMC_OFFSET_CALIBRATION_ROUTINE";;"07 01 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00";"ByteArray";;;"NotNullOrEmpty";"Valid";"Checked if value is not null or empty.";12,426.6807;5.9876;"True"
            598;1;598;0;"SMC_CALIBRATION";;"WRITE_SMC_VALUE_TO_CONTEXT";"TOOLS";"WRITEDATA";"DUT";;"WRITE_SMC_VALUE_TO_CONTEXT";;"True";"CompareBool";;;"JustBool";"Valid";"Wrote info '07 01 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00' with keyInContext 'ROUTINE_VALUE' to the DUT context.";12,432.7133;0.0705;"True"
            599;1;599;0;"SMC_CALIBRATION";;"SMC_OFFSET_CALIBRATION_ROUTINE";"PCF";"KOSTIA";"WRITE";"140.040";"SMC_OFFSET_CALIBRATION_ROUTINE";;"07 01 02 21 08 2B 08 19 08 15 08 DF 04 01 04 03 02 01 00 00 FF FF 01 06 0C 0E 08 01 F6 EC E6 01 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00";"ByteArray";;;"NotNullOrEmpty";"Valid";"Checked if value is not null or empty.";12,454.6468;9.4602;"True"
            600;1;600;0;"SMC_CALIBRATION";;"WRITE_SMC_VALUE_TO_CONTEXT";"TOOLS";"WRITEDATA";"DUT";;"WRITE_SMC_VALUE_TO_CONTEXT";;"True";"CompareBool";;;"JustBool";"Valid";"Wrote info '07 01 02 21 08 2B 08 19 08 15 08 DF 04 01 04 03 02 01 00 00 FF FF 01 06 0C 0E 08 01 F6 EC E6 01 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00' with keyInContext 'ROUTINE_VALUE' to the DUT context.";12,464.1521;0.0826;"True"
        601;1;601;0;"WINDOW_SMC_CALIBRATION_PARALLEL";;"EVALUATE_SMC_OFFSET_CALIBRATION_RESPONSE";"STRING";"STANDARD_STRING_HANDLING";"SUBSTRING_LOCAL";"0140.041";"EVALUATE_SMC_OFFSET_CALIBRATION_RESPONSE";"02";"02";"CompareString";"02";;"InLimit";"Valid";"Extracted 2 characters from '07 01 02 21 08 2B 08 19 08 15 08 DF 04 01 04 03 02 01 00 00 FF FF 01 06 0C 0E 08 01 F6 EC E6 01 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00' starting at index 6.";12,486.5966;0.7992;"True"
        602;1;602;0;"WINDOW_SMC_CALIBRATION_PARALLEL";;"EVALUATE_I_LOW_RES_KL30";"STRING";"STANDARD_STRING_HANDLING";"SUBSTRING_LOCAL";"0140.042";"EVALUATE_I_LOW_RES_KL30";;"21 08";"CompareString";;;"NotNullOrEmpty";"Valid";"Extracted 5 characters from '07 01 02 21 08 2B 08 19 08 15 08 DF 04 01 04 03 02 01 00 00 FF FF 01 06 0C 0E 08 01 F6 EC E6 01 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00' starting at index 9.";12,487.4078;0.0638;"True"
        603;1;603;0;"WINDOW_SMC_CALIBRATION_PARALLEL";;"CALCULATE_LIMITS_140_121";"EXECUTION_ENGINE";"EXECUTION";"EXECUTE";;"CONVERT_I_LOW_RES_KL30";"1950";"True";"CompareBool";"2200";;"FixTrue";"Valid";"Executed section 'DYNAMIC_LIMIT_CALCULATION' with SubId '' and executionmode 'Simple' and condition Exec. Next command key: '@NEXT'";12,487.4801;757.1212;"True"
            604;1;604;0;"DYNAMIC_LIMIT_CALCULATION";;"CONVERT_TO_DOUBLE";"TOOLS";"CONVERSION";"HEXSTRING_TO_NUMERIC";;"Convert Byte to a double";;"2081";"CompareInteger";;;"NotNullOrEmpty";"Valid";"Checked if value is not null or empty.";12,487.8349;7.6481;"True"
            605;1;605;0;"DYNAMIC_LIMIT_CALCULATION";;"CALCULATE_LOWER_LIMIT";"TOOLS";"CALC";"FORMULA3";;"Calculate Lower Limit";;"1848";"CompareDouble";;;"NotNullOrEmpty";"Valid";"Checked if value is not null or empty.";12,495.4972;354.1839;"True"
            606;1;606;0;"DYNAMIC_LIMIT_CALCULATION";;"CALCULATE_UPPER_LIMIT";"TOOLS";"CALC";"FORMULA3";;"Calculate Upper Limit";;"2348";"CompareDouble";;;"NotNullOrEmpty";"Valid";"Checked if value is not null or empty.";12,849.7405;394.5060;"True"
            607;1;607;0;"DYNAMIC_LIMIT_CALCULATION";;"SAVE_UL_TO_CONTEXT";"TOOLS";"WRITEDATA";"DUT";;"Save UL To Context";;"True";"CompareBool";;;"JustBool";"Valid";"Wrote info '2348' with keyInContext 'TS140_121_UL' to the DUT context.";13,244.3054;0.1285;"True"
            608;1;608;0;"DYNAMIC_LIMIT_CALCULATION";;"SAVE_LL_TO_CONTEXT";"TOOLS";"WRITEDATA";"DUT";;"Save LL To Context";;"True";"CompareBool";;;"JustBool";"Valid";"Wrote info '1848' with keyInContext 'TS140_121_LL' to the DUT context.";13,244.4473;0.0718;"True"
        609;1;609;0;"WINDOW_SMC_CALIBRATION_PARALLEL";;"CONVERT_I_LOW_RES_KL30";"TOOLS";"CONVERSION";"HEXSTRING_TO_NUMERIC";"0140.043";"CONVERT_I_LOW_RES_KL30";"1950";"2081";"CompareInteger";"2200";;"InLimit";"Valid";"Checked condition:  1950 <= 2081 <= 2200. (Integer)";13,244.6120;0.1620;"True"
        610;1;610;0;"WINDOW_SMC_CALIBRATION_PARALLEL";;"EVALUATE_I_HIGH_RES_KL30";"STRING";"STANDARD_STRING_HANDLING";"SUBSTRING_LOCAL";"0140.044";"EVALUATE_I_HIGH_RES_KL30";;"2B 08";"CompareString";;;"NotNullOrEmpty";"Valid";"Extracted 5 characters from '07 01 02 21 08 2B 08 19 08 15 08 DF 04 01 04 03 02 01 00 00 FF FF 01 06 0C 0E 08 01 F6 EC E6 01 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00' starting at index 15.";13,244.7869;0.0821;"True"
        611;1;611;0;"WINDOW_SMC_CALIBRATION_PARALLEL";;"CALCULATE_LIMITS_140_122";"EXECUTION_ENGINE";"EXECUTION";"EXECUTE";;"CONVERT_I_LOW_RES_KL30";"1900";"True";"CompareBool";"2200";;"FixTrue";"Valid";"Executed section 'DYNAMIC_LIMIT_CALCULATION' with SubId '' and executionmode 'Simple' and condition Exec. Next command key: '@NEXT'";13,244.8802;0.8528;"True"
            612;1;612;0;"DYNAMIC_LIMIT_CALCULATION";;"CONVERT_TO_DOUBLE";"TOOLS";"CONVERSION";"HEXSTRING_TO_NUMERIC";;"Convert Byte to a double";;"2091";"CompareInteger";;;"NotNullOrEmpty";"Valid";"Checked if value is not null or empty.";13,245.2599;0.0866;"True"
            613;1;613;0;"DYNAMIC_LIMIT_CALCULATION";;"CALCULATE_LOWER_LIMIT";"TOOLS";"CALC";"FORMULA3";;"Calculate Lower Limit";;"1901";"CompareDouble";;;"NotNullOrEmpty";"Valid";"Checked if value is not null or empty.";13,245.3608;0.0928;"True"
            614;1;614;0;"DYNAMIC_LIMIT_CALCULATION";;"CALCULATE_UPPER_LIMIT";"TOOLS";"CALC";"FORMULA3";;"Calculate Upper Limit";;"2301";"CompareDouble";;;"NotNullOrEmpty";"Valid";"Checked if value is not null or empty.";13,245.4612;0.0692;"True"
            615;1;615;0;"DYNAMIC_LIMIT_CALCULATION";;"SAVE_UL_TO_CONTEXT";"TOOLS";"WRITEDATA";"DUT";;"Save UL To Context";;"True";"CompareBool";;;"JustBool";"Valid";"Wrote info '2301' with keyInContext 'TS140_122_UL' to the DUT context.";13,245.5585;0.0634;"True"
            616;1;616;0;"DYNAMIC_LIMIT_CALCULATION";;"SAVE_LL_TO_CONTEXT";"TOOLS";"WRITEDATA";"DUT";;"Save LL To Context";;"True";"CompareBool";;;"JustBool";"Valid";"Wrote info '1901' with keyInContext 'TS140_122_LL' to the DUT context.";13,245.6303;0.0531;"True"
        617;1;617;0;"WINDOW_SMC_CALIBRATION_PARALLEL";;"CONVERT_I_HIGH_RES_KL30";"TOOLS";"CONVERSION";"HEXSTRING_TO_NUMERIC";"0140.045";"CONVERT_I_HIGH_RES_KL30";"1600";"2091";"CompareInteger";"2400";;"InLimit";"Valid";"Checked condition:  1600 <= 2091 <= 2400. (Integer)";13,245.7423;0.0995;"True"
        618;1;618;0;"WINDOW_SMC_CALIBRATION_PARALLEL";;"EVALUATE_I_LOW_RES_GND";"STRING";"STANDARD_STRING_HANDLING";"SUBSTRING_LOCAL";"0140.046";"EVALUATE_I_LOW_RES_GND";;"19 08";"CompareString";;;"NotNullOrEmpty";"Valid";"Extracted 5 characters from '07 01 02 21 08 2B 08 19 08 15 08 DF 04 01 04 03 02 01 00 00 FF FF 01 06 0C 0E 08 01 F6 EC E6 01 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00' starting at index 21.";13,245.8539;0.0812;"True"
        619;1;619;0;"WINDOW_SMC_CALIBRATION_PARALLEL";;"CALCULATE_LIMITS_140_081";"EXECUTION_ENGINE";"EXECUTION";"EXECUTE";;"CONVERT_I_LOW_RES_KL30";"1900";"True";"CompareBool";"2200";;"FixTrue";"Valid";"Executed section 'DYNAMIC_LIMIT_CALCULATION' with SubId '' and executionmode 'Simple' and condition Exec. Next command key: '@NEXT'";13,245.9454;718.0722;"True"
            620;1;620;0;"DYNAMIC_LIMIT_CALCULATION";;"CONVERT_TO_DOUBLE";"TOOLS";"CONVERSION";"HEXSTRING_TO_NUMERIC";;"Convert Byte to a double";;"2073";"CompareInteger";;;"NotNullOrEmpty";"Valid";"Checked if value is not null or empty.";13,246.2961;0.0892;"True"
            621;1;621;0;"DYNAMIC_LIMIT_CALCULATION";;"CALCULATE_LOWER_LIMIT";"TOOLS";"CALC";"FORMULA3";;"Calculate Lower Limit";;"1858";"CompareDouble";;;"NotNullOrEmpty";"Valid";"Checked if value is not null or empty.";13,246.3983;379.8328;"True"
            622;1;622;0;"DYNAMIC_LIMIT_CALCULATION";;"CALCULATE_UPPER_LIMIT";"TOOLS";"CALC";"FORMULA3";;"Calculate Upper Limit";;"2158";"CompareDouble";;;"NotNullOrEmpty";"Valid";"Checked if value is not null or empty.";13,626.2878;337.4273;"True"
            623;1;623;0;"DYNAMIC_LIMIT_CALCULATION";;"SAVE_UL_TO_CONTEXT";"TOOLS";"WRITEDATA";"DUT";;"Save UL To Context";;"True";"CompareBool";;;"JustBool";"Valid";"Wrote info '2158' with keyInContext 'TS140_081_UL' to the DUT context.";13,963.7708;0.1107;"True"
            624;1;624;0;"DYNAMIC_LIMIT_CALCULATION";;"SAVE_LL_TO_CONTEXT";"TOOLS";"WRITEDATA";"DUT";;"Save LL To Context";;"True";"CompareBool";;;"JustBool";"Valid";"Wrote info '1858' with keyInContext 'TS140_081_LL' to the DUT context.";13,963.8927;0.0616;"True"
        625;1;625;0;"WINDOW_SMC_CALIBRATION_PARALLEL";;"CONVERT_I_LOW_RES_GND";"TOOLS";"CONVERSION";"HEXSTRING_TO_NUMERIC";"0140.047";"CONVERT_I_LOW_RES_GND";"1600";"2073";"CompareInteger";"2150";;"InLimit";"Valid";"Checked condition:  1600 <= 2073 <= 2150. (Integer)";13,964.0292;0.1125;"True"
        626;1;626;0;"WINDOW_SMC_CALIBRATION_PARALLEL";;"EVALUATE_I_HIGH_RES_GND";"STRING";"STANDARD_STRING_HANDLING";"SUBSTRING_LOCAL";"0140.048";"EVALUATE_I_HIGH_RES_GND";;"15 08";"CompareString";;;"NotNullOrEmpty";"Valid";"Extracted 5 characters from '07 01 02 21 08 2B 08 19 08 15 08 DF 04 01 04 03 02 01 00 00 FF FF 01 06 0C 0E 08 01 F6 EC E6 01 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00' starting at index 27.";13,964.1524;0.0803;"True"
        627;1;627;0;"WINDOW_SMC_CALIBRATION_PARALLEL";;"CALCULATE_LIMITS_140_082";"EXECUTION_ENGINE";"EXECUTION";"EXECUTE";;"CONVERT_I_LOW_RES_KL30";"1900";"True";"CompareBool";"2200";;"FixTrue";"Valid";"Executed section 'DYNAMIC_LIMIT_CALCULATION' with SubId '' and executionmode 'Simple' and condition Exec. Next command key: '@NEXT'";13,964.2443;0.8153;"True"
            628;1;628;0;"DYNAMIC_LIMIT_CALCULATION";;"CONVERT_TO_DOUBLE";"TOOLS";"CONVERSION";"HEXSTRING_TO_NUMERIC";;"Convert Byte to a double";;"2069";"CompareInteger";;;"NotNullOrEmpty";"Valid";"Checked if value is not null or empty.";13,964.6370;0.0817;"True"
            629;1;629;0;"DYNAMIC_LIMIT_CALCULATION";;"CALCULATE_LOWER_LIMIT";"TOOLS";"CALC";"FORMULA3";;"Calculate Lower Limit";;"1854";"CompareDouble";;;"NotNullOrEmpty";"Valid";"Checked if value is not null or empty.";13,964.7307;0.0834;"True"
            630;1;630;0;"DYNAMIC_LIMIT_CALCULATION";;"CALCULATE_UPPER_LIMIT";"TOOLS";"CALC";"FORMULA3";;"Calculate Upper Limit";;"2154";"CompareDouble";;;"NotNullOrEmpty";"Valid";"Checked if value is not null or empty.";13,964.8231;0.0727;"True"
            631;1;631;0;"DYNAMIC_LIMIT_CALCULATION";;"SAVE_UL_TO_CONTEXT";"TOOLS";"WRITEDATA";"DUT";;"Save UL To Context";;"True";"CompareBool";;;"JustBool";"Valid";"Wrote info '2154' with keyInContext 'TS140_082_UL' to the DUT context.";13,964.9052;0.0518;"True"
            632;1;632;0;"DYNAMIC_LIMIT_CALCULATION";;"SAVE_LL_TO_CONTEXT";"TOOLS";"WRITEDATA";"DUT";;"Save LL To Context";;"True";"CompareBool";;;"JustBool";"Valid";"Wrote info '1854' with keyInContext 'TS140_082_LL' to the DUT context.";13,964.9650;0.0473;"True"
        633;1;633;0;"WINDOW_SMC_CALIBRATION_PARALLEL";;"CONVERT_I_HIGH_RES_GND";"TOOLS";"CONVERSION";"HEXSTRING_TO_NUMERIC";"0140.049";"CONVERT_I_HIGH_RES_GND";"1600";"2069";"CompareInteger";"2300";;"InLimit";"Valid";"Checked condition:  1600 <= 2069 <= 2300. (Integer)";13,965.0676;0.0937;"True"
        634;1;634;0;"WINDOW_SMC_CALIBRATION_PARALLEL";;"EVALUATE_VOLTAGE_KL30";"STRING";"STANDARD_STRING_HANDLING";"SUBSTRING_LOCAL";"0140.050";"EVALUATE_VOLTAGE_KL30";;"DF 04";"CompareString";;;"NotNullOrEmpty";"Valid";"Extracted 5 characters from '07 01 02 21 08 2B 08 19 08 15 08 DF 04 01 04 03 02 01 00 00 FF FF 01 06 0C 0E 08 01 F6 EC E6 01 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00' starting at index 33.";13,965.1720;0.0696;"True"
        635;1;635;0;"WINDOW_SMC_CALIBRATION_PARALLEL";;"CONVERT_VOLTAGE_KL30";"TOOLS";"CONVERSION";"HEXSTRING_TO_NUMERIC";"0140.051";"CONVERT_VOLTAGE_KL30";"1170";"1247";"CompareInteger";"1300";;"InLimit";"Valid";"Checked condition:  1170 <= 1247 <= 1300. (Integer)";13,965.2546;0.0852;"True"
    636;1;636;0;"TEST_SEQUENCE";;"CHECK_FOR_DRIVER_LIN";"EXECUTION_ENGINE";"EXECUTION";"JUMP_BY_STRING";;"Check For Front";;"True";"CompareBool";;;"JustBool";"Valid";"The searchstring 'Yes' was NOT found in 'No' using following criteria: 'Contains' and 'CurrentCulture . The teststep was marked as good and execution will continue with step 'CHECK_FOR_X072'.";13,965.3965;0.1441;"True"
    637;1;637;0;"TEST_SEQUENCE";;"CALL_TS_0020_SET_MANUFACTURING_DATA";"EXECUTION_ENGINE";"EXECUTION";"EXECUTE";;"CALL_TS_0020_SET_MANUFACTURING_DATA";;"True";"CompareBool";;;"JustBool";"Valid";"Executed section 'TS_0020_SET_MANUFACTURING_DATA' with SubId '' and executionmode 'Simple' and condition Exec. Next command key: '@NEXT'";13,965.5558;447.2977;"True"
        638;1;638;0;"TS_0020_SET_MANUFACTURING_DATA";;"DISPLAY_PERFORM_TS0020";"TESTMAN";"PROMPTS";"SET_SIMPLE";;"Prompt Perform TS0020";;"True";"CompareBool";;;"FixTrue";"Valid";"Result is set to 'true' by FixedTrue";13,965.9427;0.3606;"True"
        639;1;639;0;"TS_0020_SET_MANUFACTURING_DATA";;"READ_SFC";"PCF";"PCF";"READ";"0020.001";"READ_SFC";"Y2007YEF00GL2";"Y2007YEF00GL2";"CompareString";"Y2007YEF00GL2";;"InLimit";"Valid";"Checked condition:  Y2007YEF00GL2 <= Y2007YEF00GL2 <= Y2007YEF00GL2. (String)";13,966.3157;11.9150;"True"
        640;1;640;0;"TS_0020_SET_MANUFACTURING_DATA";;"READ_STATUS_MARKER";"PCF";"PCF";"READ_HEX";"0020.010";"READ_STATUS_MARKER";"01|03|05|FF|00|13|23";"03";"CompareString";;;"RegularExpression";"Valid";"Found match for regular expression 01|03|05|FF|00|13|23 in value '03'.";13,978.2776;18.7054;"True"
        641;1;641;0;"TS_0020_SET_MANUFACTURING_DATA";;"IF_MASTERPART_01H";"EXECUTION_ENGINE";"EXECUTION";"JUMP_BY_STRING";;"IF_MASTERPART_01H";;"True";"CompareBool";;;"JustBool";"Valid";"The searchstring '01' was NOT found in '03' using following criteria: 'Contains' and 'CurrentCulture . The teststep was marked as good and execution will continue with step '@NEXT'.";13,997.0276;0.1495;"True"
        642;1;642;0;"TS_0020_SET_MANUFACTURING_DATA";;"IF_MASTERPART_03H";"EXECUTION_ENGINE";"EXECUTION";"JUMP_BY_STRING";;"IF_MASTERPART_03H";;"True";"CompareBool";;;"JustBool";"Valid";"The searchstring '03' was found in '03' using following criteria: 'Contains' und 'CurrentCulture'. The teststep was marked as good and execution will continue with step 'WRITE_STATUS_MARKER_01H'.";13,997.1860;0.0625;"True"
        643;1;643;0;"TS_0020_SET_MANUFACTURING_DATA";;"READ_TEST_COUNTER";"PCF";"PCF";"READ_HEX";"0020.020";"READ_TEST_COUNTER";"FF|00|01|02|03|04|05";"01";"CompareString";;;"RegularExpression";"Valid";"Found match for regular expression FF|00|01|02|03|04|05 in value '01'.";13,997.2619;5.7578;"True"
        644;1;644;0;"TS_0020_SET_MANUFACTURING_DATA";;"IS_COUNTER_NOT_00";"EXECUTION_ENGINE";"EXECUTION";"JUMP_BY_STRING";;"is counter 00";;"True";"CompareBool";;;"JustBool";"Valid";"The searchstring '00' was NOT found in '01' using following criteria: 'Contains' and 'CurrentCulture . The teststep was marked as good and execution will continue with step '@NEXT'.";14,003.0523;0.1589;"True"
        645;1;645;0;"TS_0020_SET_MANUFACTURING_DATA";;"IS_COUNTER_NOT_FF";"EXECUTION_ENGINE";"EXECUTION";"JUMP_BY_STRING";;"is counter FF";;"True";"CompareBool";;;"JustBool";"Valid";"The searchstring 'FF' was NOT found in '01' using following criteria: 'Contains' and 'CurrentCulture . The teststep was marked as good and execution will continue with step '@NEXT'.";14,003.2227;0.0875;"True"
        646;1;646;0;"TS_0020_SET_MANUFACTURING_DATA";;"SET_CAQ_RETRY";"TESTMAN";"JOB";"SET_ATTRIBUTE_PREDEFINED";;"SET_CAQ_RETRY";;"True";"CompareBool";;;"NotNullOrEmpty";"Valid";"Set key: 'CaqTestStatus' with value 'NormalRetest'";14,003.3196;0.1232;"True"
        647;1;647;0;"TS_0020_SET_MANUFACTURING_DATA";;"IS_COUNTER_FF";"EXECUTION_ENGINE";"EXECUTION";"JUMP_BY_STRING";;"is counter FF";;"True";"CompareBool";;;"JustBool";"Valid";"The searchstring 'FF' was NOT found in '01' using following criteria: 'Contains' and 'CurrentCulture . The teststep was marked as good and execution will continue with step 'READ_TEST_COUNTER_2'.";14,003.4512;0.0687;"True"
        648;1;648;0;"TS_0020_SET_MANUFACTURING_DATA";;"READ_TEST_COUNTER_2";"PCF";"PCF";"READ_HEX";;"READ_TEST_COUNTER_2";"FF|00|01|02|03|04|05";"01";"CompareString";;;"RegularExpression";"Valid";"Found match for regular expression FF|00|01|02|03|04|05 in value '01'.";14,003.5262;9.5009;"True"
        649;1;649;0;"TS_0020_SET_MANUFACTURING_DATA";;"TYPED_COUNTER_VALUE";"TOOLS";"SET";"VALUE_TYPED_NO_MSG";;"typed counter value";;"1";"CompareByte";;;"NotNullOrEmpty";"Valid";"Checked if value is not null or empty.";14,013.0877;2.8024;"True"
        650;1;650;0;"TS_0020_SET_MANUFACTURING_DATA";;"COMPARE_TO_5";"TOOLS";"CALC";"FORMULA2";;"compare to 3";"0";"0";"CompareDouble";"10";;"InLimit";"Valid";"Checked condition:  0 <= 0 <= 10. (Double)";14,015.9079;390.2900;"True"
        651;1;651;0;"TS_0020_SET_MANUFACTURING_DATA";;"IS_EXCEEDED";"EXECUTION_ENGINE";"EXECUTION";"JUMP_BY_STRING";;"IS_EXCEEDED";;"True";"CompareBool";;;"JustBool";"Valid";"The searchstring '-1' was NOT found in '0' using following criteria: 'Contains' and 'CurrentCulture . The teststep was marked as good and execution will continue with step 'INC_FLOW_COUNTER'.";14,406.2662;0.2160;"True"
        652;1;652;0;"TS_0020_SET_MANUFACTURING_DATA";;"INC_FLOW_COUNTER";"TOOLS";"CALC";"ADD";;"INC_FLOW_COUNTER";;"2";"CompareDouble";;;"NotNullOrEmpty";"Valid";"Checked if value is not null or empty.";14,406.5009;0.3860;"True"
        653;1;653;0;"TS_0020_SET_MANUFACTURING_DATA";;"STRIP_LK_ARTICLE_NUMBER";"STRING";"STANDARD_STRING_HANDLING";"LEFT";;"STRIP_LK_ARTICLE_NUMBER";;"12";"CompareString";;;"FixTrue";"Valid";"Left 2 chars of string '12174782-01'.";14,406.9065;0.0879;"True"
        654;1;654;0;"TS_0020_SET_MANUFACTURING_DATA";;"STRIP_LK_ARTICLE_NUMBER_2";"STRING";"STANDARD_STRING_HANDLING";"MID";;"STRIP_LK_ARTICLE_NUMBER";;"17";"CompareString";;;"FixTrue";"Valid";"2 chars of string '12174782-01' starting at pos 2.";14,407.0083;0.0643;"True"
        655;1;655;0;"TS_0020_SET_MANUFACTURING_DATA";;"STRIP_LK_ARTICLE_NUMBER_3";"STRING";"STANDARD_STRING_HANDLING";"MID";;"STRIP_LK_ARTICLE_NUMBER";;"47";"CompareString";;;"FixTrue";"Valid";"2 chars of string '12174782-01' starting at pos 4.";14,407.0868;0.0647;"True"
        656;1;656;0;"TS_0020_SET_MANUFACTURING_DATA";;"STRIP_LK_ARTICLE_NUMBER_4";"STRING";"STANDARD_STRING_HANDLING";"MID";;"STRIP_LK_ARTICLE_NUMBER";;"82";"CompareString";;;"FixTrue";"Valid";"2 chars of string '12174782-01' starting at pos 6.";14,407.1644;0.0589;"True"
        657;1;657;0;"TS_0020_SET_MANUFACTURING_DATA";;"CONVERT_LK_ARTICLE_NUMBER_1";"TOOLS";"CONVERSION";"DEC_TO_HEX";;"CONVERT_LK_ARTICLE_NUMBER";;"0C";"CompareString";;;"FixTrue";"Valid";"Result is set to 'true' by FixedTrue";14,407.2363;3.7038;"True"
        658;1;658;0;"TS_0020_SET_MANUFACTURING_DATA";;"CONVERT_LK_ARTICLE_NUMBER_2";"TOOLS";"CONVERSION";"DEC_TO_HEX";;"CONVERT_LK_ARTICLE_NUMBER";;"11";"CompareString";;;"FixTrue";"Valid";"Result is set to 'true' by FixedTrue";14,410.9900;0.0937;"True"
        659;1;659;0;"TS_0020_SET_MANUFACTURING_DATA";;"CONVERT_LK_ARTICLE_NUMBER_3";"TOOLS";"CONVERSION";"DEC_TO_HEX";;"CONVERT_LK_ARTICLE_NUMBER";;"2F";"CompareString";;;"FixTrue";"Valid";"Result is set to 'true' by FixedTrue";14,411.0936;0.0419;"True"
        660;1;660;0;"TS_0020_SET_MANUFACTURING_DATA";;"CONVERT_LK_ARTICLE_NUMBER_4";"TOOLS";"CONVERSION";"DEC_TO_HEX";;"CONVERT_LK_ARTICLE_NUMBER";;"52";"CompareString";;;"FixTrue";"Valid";"Result is set to 'true' by FixedTrue";14,411.1427;0.0402;"True"
        661;1;661;0;"TS_0020_SET_MANUFACTURING_DATA";;"ENABLE_CHARACTER_REPLACEMENT";"STRING";"CONFIGURATION";"ENABLE_REPLACEMENT_MODULE";;"ENABLE_CHARACTER_REPLACEMENT";;"True";"CompareBool";;;"NotNullOrEmpty";"Valid";"Set state of replacement module to True.";14,411.2016;0.0339;"True"
        662;1;662;0;"TS_0020_SET_MANUFACTURING_DATA";;"BUILD_ECU_HARDWARE_NUMBER";"STRING";"STANDARD_STRING_HANDLING";"PAD_RIGHT";;"PROGRAM_ECU_HARDWARE_NUMBER";;"85E959792  ";"CompareString";;;"NotNullOrEmpty";"Valid";"Padded end of string with ' ' to an overall length of 11.";14,411.2422;0.8889;"True"
        663;1;663;0;"TS_0020_SET_MANUFACTURING_DATA";;"BUILD_SPARE_PART_NUMBER";"STRING";"STANDARD_STRING_HANDLING";"PAD_RIGHT";;"BUILD_SPARE_PART_NUMBER";;"85E959792  ";"CompareString";;;"NotNullOrEmpty";"Valid";"Padded end of string with ' ' to an overall length of 11.";14,412.1494;0.0857;"True"
        664;1;664;0;"TS_0020_SET_MANUFACTURING_DATA";;"CHECK_ECU_HW_LENGTH";"STRING";"STANDARD_STRING_HANDLING";"LENGTH";;"Check_ECU_HW_LENGTH";"11";"11";"CompareInteger";"11";;"InLimit";"Valid";"Checked length of String '85E959792  '";14,412.2502;0.0768;"True"
